ticker,cik_code,auditor,INTERNALCONTROL_EFFECTIVE,year_ended_date,financials_date,fiscal_year,signature_date,NUMBEROFCONTROLWEAKNESS,audit_fees,non_audit_fees,year,big4
GLD,1222333,KPMG LLP,Yes,2014-09-30,2014-09-30,2014,2014-11-25,0,250000,175000,2014,1
ABM,771497,KPMG LLP,Yes,2014-10-31,2014-10-31,2014,2014-12-17,0,4581000,263280,2014,1
SIRI,908937,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-05,0,1914308,90435,2014,1
OMC,29989,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-10,0,21522700,2002200,2014,1
TRV,86312,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-12,0,8783400,1164700,2014,1
MFA,1055160,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-12,0,947635,53680,2014,1
PEP,77476,KPMG LLP,Yes,2014-12-27,2014-12-27,2014,2015-02-12,0,25342000,3309000,2014,1
MTX,891014,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-18,0,3210126,721485,2014,1
HSY,47111,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-20,0,6736000,1539377,2014,1
C,831001,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,65300000,33700000,2014,1
MCO,1059556,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,3100000,100000,2014,1
SUNS,1508171,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,293000,51000,2014,1
SLRC,1418076,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-25,0,511000,196000,2014,1
HSON,1210708,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,2162570,46000,2014,1
AMCX,1514991,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,2672047,1085300,2014,1
SIGI,230557,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,1489800,195181,2014,1
LXP,910108,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-26,0,1050000,230610,2014,1
SMP,93389,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,1433000,385950,2014,1
WRB,11544,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,8059762,499520,2014,1
IT,749251,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,2638469,647180,2014,1
PFE,78003,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,32415000,8158000,2014,1
ZTS,1555280,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,12064650,565947,2014,1
BK,1390777,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-02-27,0,19751000,15951000,2014,1
AMBC,874501,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,2259114,135055,2014,1
ICPT,1270073,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,394000,48000,2014,1
NYCB,910073,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-02,0,2058300,866406,2014,1
REV,887921,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-12,0,4700000,600000,2014,1
ORBC,1361983,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-13,0,2078500,242250,2014,1
PZN,1399249,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-13,0,501000,109000,2014,1
XSPA,1410428,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-16,0,412500,25000,2014,1
IHC,701869,KPMG LLP,Yes,2014-12-31,2014-12-31,2014,2015-03-16,0,1601000,0,2014,1
FL,850209,KPMG LLP,Yes,2015-01-31,2015-01-31,2015,2015-03-30,0,3068000,424000,2015,1
MG,1436126,KPMG LLP,Yes,2015-05-31,2015-05-31,2015,2015-08-12,0,1410000,48000,2015,1
EL,1001250,KPMG LLP,Yes,2015-06-30,2015-06-30,2015,2015-08-20,0,7083000,2145000,2015,1
SPB,109177,KPMG LLP,Yes,2015-09-30,2015-09-30,2015,2015-11-20,0,2784100,22000,2015,1
GLD,1222333,KPMG LLP,Yes,2015-09-30,2015-09-30,2015,2015-11-24,0,259000,177000,2015,1
ABM,771497,KPMG LLP,Yes,2015-10-31,2015-10-31,2015,2015-12-17,0,4914923,244152,2015,1
SIRI,908937,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-02,0,1972700,189750,2015,1
OMC,29989,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-09,0,20402000,2033000,2015,1
TRV,86312,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-11,0,8941700,1344200,2015,1
PEP,77476,KPMG LLP,Yes,2015-12-26,2015-12-26,2015,2016-02-11,0,22641000,3643000,2015,1
MTX,891014,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-19,0,3122108,205169,2015,1
MFA,1055160,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-18,0,1260000,176796,2015,1
WRB,11544,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-22,0,8784616,200894,2015,1
ZTS,1555280,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,13298150,781171,2015,1
SIGI,230557,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,1490600,166428,2015,1
LXP,910108,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,1100000,242115,2015,1
SLRC,1418076,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,550000,192500,2015,1
SUNS,1508171,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,270000,60500,2015,1
IT,749251,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,2729400,520877,2015,1
MCO,1059556,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-24,0,3200000,100000,2015,1
AMCX,1514991,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,2934200,583878,2015,1
SYF,1601712,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-25,0,4290536,438758,2015,1
HSY,47111,KPMG LLP,No,2015-12-31,2015-12-31,2015,2016-02-26,1,5674000,568898,2015,1
BK,1390777,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,17304000,18313000,2015,1
REV,887921,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,5000000,400000,2015,1
SMP,93389,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,1367750,350320,2015,1
GE,40545,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,75000000,22600000,2015,1
C,831001,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-26,0,67500000,30900000,2015,1
SGOL,1450923,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,51167,69500,2015,1
PALL,1459862,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,51167,49500,2015,1
PPLT,1460235,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,51167,59500,2015,1
SIVR,1450922,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,51167,49500,2015,1
AMBC,874501,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,2914052,190099,2015,1
NYCB,910073,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,2272800,248594,2015,1
ICPT,1270073,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,829000,25000,2015,1
GLTR,1483386,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,51167,49500,2015,1
PFE,78003,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-02-29,0,42408000,5939000,2015,1
HSON,1210708,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-03,0,1737132,254000,2015,1
PZN,1399249,KPMG LLP,Yes,2015-12-31,2015-12-31,2015,2016-03-11,0,680000,63000,2015,1
TIPT,1393726,KPMG LLP,No,2015-12-31,2015-12-31,2015,2016-03-15,3,5000000,536250,2015,1
FL,850209,KPMG LLP,Yes,2016-01-30,2016-01-30,2016,2016-03-24,0,2908000,423000,2016,1
AMBC,874501,KPMG LLP,No,2015-12-31,2015-12-31,2015,2016-02-29,3,2914052,190099,2015,1
IHC,701869,KPMG LLP,No,2015-12-31,2015-12-31,2015,2016-06-03,3,2725000,177000,2015,1
EL,1001250,KPMG LLP,No,2016-06-30,2016-06-30,2016,2016-08-24,1,8857000,2226000,2016,1
SPB,109177,KPMG LLP,Yes,2016-09-30,2016-09-30,2016,2016-11-22,0,2462745,44612,2016,1
GLD,1222333,KPMG LLP,Yes,2016-09-30,2016-09-30,2016,2016-11-28,0,282900,155300,2016,1
ABM,771497,KPMG LLP,Yes,2016-10-31,2016-10-31,2016,2016-12-21,0,5496900,1023194,2016,1
SIRI,908937,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-02,0,2301415,81500,2016,1
OMC,29989,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-09,0,21103000,1452000,2016,1
PEP,77476,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-15,0,21209000,3300000,2016,1
TRV,86312,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-16,0,8922000,1056400,2016,1
MFA,1055160,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-16,0,1384150,161497,2016,1
ZTS,1555280,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-16,0,14046468,723700,2016,1
MTX,891014,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-17,0,3317827,126412,2016,1
SMP,93389,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-21,0,1510850,545125,2016,1
HSY,47111,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-21,0,5170365,1047823,2016,1
SIGI,230557,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-21,0,1527500,256970,2016,1
IT,749251,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,2857000,576000,2016,1
SUNS,1508171,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,282000,139800,2016,1
SLRC,1418076,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,590000,202800,2016,1
TSLX,1508655,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,922000,242575,2016,1
PFE,78003,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-23,0,44452000,5473000,2016,1
SYF,1601712,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-23,0,5080164,495471,2016,1
MCO,1059556,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-23,0,3600000,100000,2016,1
AMCX,1514991,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,3506687,1610213,2016,1
C,831001,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,67000000,28410000,2016,1
SGOL,1450923,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,57000,12000,2016,1
PALL,1459862,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,57000,12000,2016,1
PPLT,1460235,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,57000,30000,2016,1
GLTR,1483386,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,57000,35000,2016,1
SIVR,1450922,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-24,0,57000,12000,2016,1
BK,1390777,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-28,0,19125000,20516000,2016,1
AMBC,874501,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-28,0,3131854,167753,2016,1
MG,1436126,KPMG LLP,Yes,2016-05-31,2016-05-31,2016,2016-08-15,0,1649500,72000,2016,1
WRB,11544,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-27,0,9165032,393780,2016,1
LXP,910108,KPMG LLP,No,2016-12-31,2016-12-31,2016,2017-02-28,2,1275000,403682,2016,1
ICPT,1270073,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,1061000,128000,2016,1
NYCB,910073,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-01,0,2372500,213705,2016,1
HSON,1210708,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-03,0,1537000,56000,2016,1
REV,887921,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-03,0,5200000,300000,2016,1
PZN,1399249,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-10,0,777000,61000,2016,1
TIPT,1393726,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-13,0,5318800,584400,2016,1
MG,1436126,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-03-20,0,1649500,72000,2016,1
SUNS,1508171,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,282000,139800,2016,1
SLRC,1418076,KPMG LLP,Yes,2016-12-31,2016-12-31,2016,2017-02-22,0,590000,202800,2016,1
FL,850209,KPMG LLP,Yes,2017-01-28,2017-01-28,2017,2017-03-23,0,3176000,440000,2017,1
JW.A,107140,KPMG LLP,Yes,2017-04-30,2017-04-30,2017,2017-06-29,0,2525000,608000,2017,1
MSGS,1636519,KPMG LLP,Yes,2017-06-30,2017-06-30,2017,2017-08-17,0,1585231,644608,2017,1
EL,1001250,KPMG LLP,Yes,2017-06-30,2017-06-30,2017,2017-08-25,0,9560000,2329000,2017,1
UI,1511737,KPMG LLP,Yes,2017-06-30,2017-06-30,2017,2017-08-25,0,1835270,0,2017,1
SPB,109177,KPMG LLP,Yes,2017-09-30,2017-09-30,2017,2017-11-20,0,8100000,400000,2017,1
GLD,1222333,KPMG LLP,Yes,2017-09-30,2017-09-30,2017,2017-11-28,0,324500,115000,2017,1
ABM,771497,KPMG LLP,Yes,2017-10-31,2017-10-31,2017,2017-12-22,0,7280622,969256,2017,1
SIRI,908937,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-01-31,0,2537000,85800,2017,1
PEP,77476,KPMG LLP,Yes,2017-12-30,2017-12-30,2017,2018-02-13,0,24090000,1975000,2017,1
TRV,86312,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-15,0,9364000,1123300,2017,1
MFA,1055160,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-15,0,1462000,181823,2017,1
OMC,29989,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-15,0,22124000,754460,2017,1
MTX,891014,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-16,0,3283678,185522,2017,1
SIGI,230557,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-19,0,1574500,217518,2017,1
TSLX,1508655,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-21,0,762000,528000,2017,1
SMP,93389,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,1513000,326800,2017,1
IT,749251,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,5125000,1071000,2017,1
PFE,78003,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,34359000,3076000,2017,1
SUNS,1508171,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,290000,71300,2017,1
SLRC,1418076,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,612500,239400,2017,1
SYF,1601712,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-22,0,4728178,490215,2017,1
C,831001,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,64700000,33112000,2017,1
WRB,11544,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,9267624,432509,2017,1
SIGI,230557,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-19,0,1574500,217518,2017,1
MCO,1059556,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,8900000,200000,2017,1
SGOL,1450923,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,50160,24000,2017,1
PALL,1459862,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,50160,24000,2017,1
PPLT,1460235,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,50160,8000,2017,1
GLTR,1483386,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,50160,8000,2017,1
SIVR,1450922,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-26,0,50160,24000,2017,1
TRTN,1660734,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-27,0,1914632,892300,2017,1
BK,1390777,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,19929000,24431000,2017,1
SGOL,1450923,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,50160,24000,2017,1
PALL,1459862,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,50160,24000,2017,1
PPLT,1460235,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,50160,8000,2017,1
ICPT,1270073,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,1415000,127000,2017,1
GLTR,1483386,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,50160,8000,2017,1
SIVR,1450922,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-23,0,50160,24000,2017,1
AMBC,874501,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-02-28,0,3635564,128545,2017,1
NYCB,910073,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,2715800,149504,2017,1
AMCX,1514991,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-01,0,3499271,671718,2017,1
COWN,1466538,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-06,0,3513580,388535,2017,1
REV,887921,KPMG LLP,Yes,2017-12-31,2017-12-31,2017,2018-03-15,0,6400000,400000,2017,1
AGR,1634997,KPMG LLP,No,2017-12-31,2017-12-31,2017,2018-03-26,1,16348000,315000,2017,1
FL,850209,KPMG LLP,Yes,2018-02-03,2018-02-03,2018,2018-03-29,0,3438000,609000,2018,1
JW.A,107140,KPMG LLP,Yes,2018-04-30,2018-04-30,2018,2018-06-29,0,2740000,1215000,2018,1
MSGS,1636519,KPMG LLP,Yes,2018-06-30,2018-06-30,2018,2018-08-16,0,2160008,491009,2018,1
UI,1511737,KPMG LLP,Yes,2018-06-30,2018-06-30,2018,2018-08-24,0,1644000,415000,2018,1
EL,1001250,KPMG LLP,Yes,2018-06-30,2018-06-30,2018,2018-08-24,0,9470000,2344000,2018,1
GLD,1222333,KPMG LLP,Yes,2018-09-30,2018-09-30,2018,2018-11-27,0,323500,116000,2018,1
ABM,771497,KPMG LLP,Yes,2018-10-31,2018-10-31,2018,2018-12-21,0,6195950,418590,2018,1
SIRI,908937,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-01-30,0,2474500,93000,2018,1
OMC,29989,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-12,0,22375000,742243,2018,1
TRV,86312,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-14,0,9459300,845000,2018,1
MTX,891014,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-15,0,3294502,196718,2018,1
SYF,1601712,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-15,0,4726603,597956,2018,1
PEP,77476,KPMG LLP,Yes,2018-12-29,2018-12-29,2018,2019-02-15,0,26997000,1757000,2018,1
SIGI,230557,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-15,0,1680000,193964,2018,1
TRTN,1660734,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-19,0,1826177,826173,2018,1
SMP,93389,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-20,0,1635000,343800,2018,1
TSLX,1508655,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-20,0,777000,423404,2018,1
MFA,1055160,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-21,0,1574300,491019,2018,1
SUNS,1508171,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-21,0,275500,66500,2018,1
SLRC,1418076,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-21,0,581900,303900,2018,1
C,831001,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-22,0,64200000,34611400,2018,1
IT,749251,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-22,0,5025500,1664000,2018,1
WRB,11544,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-22,0,9393553,196092,2018,1
MCO,1059556,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-22,0,6500000,200000,2018,1
BK,1390777,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,20834000,25684000,2018,1
PFE,78003,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,33138000,5073000,2018,1
AMBC,874501,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,3244320,155383,2018,1
PPLT,1460235,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,66500,18000,2018,1
PALL,1459862,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,66500,8000,2018,1
AGR,1634997,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,16810000,508500,2018,1
SGOL,1450923,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,66500,8000,2018,1
AMCX,1514991,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,3709849,987810,2018,1
ICPT,1270073,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,1491000,96000,2018,1
SIVR,1450922,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,66500,8000,2018,1
NYCB,910073,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-28,0,2765000,159000,2018,1
ATUS,1702780,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-01,0,5114000,3654000,2018,1
GLTR,1483386,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-02-27,0,66500,8000,2018,1
COWN,1466538,KPMG LLP,Yes,2018-12-31,2018-12-31,2018,2019-03-06,0,4906795,1446176,2018,1
REV,887921,KPMG LLP,No,2018-12-31,2018-12-31,2018,2019-03-28,3,8800000,800000,2018,1
FL,850209,KPMG LLP,Yes,2019-02-02,2019-02-02,2019,2019-04-02,0,4378000,539000,2019,1
JW.A,107140,KPMG LLP,Yes,2019-04-30,2019-04-30,2019,2019-07-01,0,2420000,820000,2019,1
MSGS,1636519,KPMG LLP,Yes,2019-06-30,2019-06-30,2019,2019-08-20,0,1986237,3913613,2019,1
UI,1511737,KPMG LLP,Yes,2019-06-30,2019-06-30,2019,2019-08-21,0,1643000,185000,2019,1
EL,1001250,KPMG LLP,Yes,2019-06-30,2019-06-30,2019,2019-08-23,0,10534000,2600000,2019,1
GLD,1222333,KPMG LLP,Yes,2019-09-30,2019-09-30,2019,2019-11-25,0,342100,119500,2019,1
ABM,771497,KPMG LLP,Yes,2019-10-31,2019-10-31,2019,2019-12-20,0,5077225,290300,2019,1
SIRI,908937,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-04,0,4273705,160500,2019,1
OMC,29989,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-11,0,22769600,842997,2019,1
SIGI,230557,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-12,0,1802500,551885,2019,1
PEP,77476,KPMG LLP,Yes,2019-12-28,2019-12-28,2019,2020-02-13,0,23828000,1776000,2019,1
TRV,86312,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-13,0,9871600,849800,2019,1
SYF,1601712,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-13,0,5249495,556600,2019,1
MTX,891014,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-14,0,3210531,185768,2019,1
TRTN,1660734,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-14,0,2186365,779450,2019,1
ATUS,1702780,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-14,0,4587000,1097000,2019,1
TSLX,1508655,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-19,0,777000,288775,2019,1
IT,749251,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-19,0,5724000,1222000,2019,1
WRB,11544,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-20,0,9295324,297785,2019,1
SUNS,1508171,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-20,0,290000,85800,2019,1
SLRC,1418076,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-20,0,615000,269200,2019,1
MFA,1055160,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-21,0,1729875,359789,2019,1
SMP,93389,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-20,0,1728600,311800,2019,1
C,831001,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-21,0,67300000,30106200,2019,1
MCO,1059556,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-21,0,5400000,600000,2019,1
ICPT,1270073,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-25,0,1777000,148000,2019,1
AMCX,1514991,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-26,0,3946398,1593188,2019,1
BK,1390777,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,21101000,25634000,2019,1
PFE,78003,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-27,0,41022000,5509000,2019,1
SGOL,1450923,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,72900,10000,2019,1
PALL,1459862,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,72900,0,2019,1
SIVR,1450922,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,72900,0,2019,1
PPLT,1460235,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,72900,10000,2019,1
GLTR,1483386,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,72900,10000,2019,1
NYCB,910073,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-02-28,0,2970000,201500,2019,1
AMBC,874501,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-02,0,3129595,576004,2019,1
AGR,1634997,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-02,0,14700000,671210,2019,1
COWN,1466538,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-04,0,5222917,1314953,2019,1
PTMN,1372807,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-06,0,755000,92000,2019,1
REV,887921,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-12,0,10600000,900000,2019,1
LFT,1547546,KPMG LLP,Yes,2019-12-31,2019-12-31,2019,2020-03-16,0,720390,89500,2019,1
