companyname,stateincorp,ticker,year,sic,totalassets,costofgoodssold,netincome,sale,advertising,sellingadmin,mktvalue,commonequity,totalliability
ENERGY FOCUS INC,DE,EFOI,2009,3640,17.378,9.462,-11.015,12.489,0.368,11.696,13.6234,11.505,5.873
ENERGY FOCUS INC,DE,EFOI,2010,3640,20.374,27.936,-8.517,35.129,0.206,11.255,22.7639,6.658,13.716
ENERGY FOCUS INC,DE,EFOI,2011,3640,13.778,19.992,-6.055,25.752,0.3,10.098,4.9826,1.468,12.31
ENERGY FOCUS INC,DE,EFOI,2012,3640,14.353,22.963,-5.709,29.837,0.289,10.291,6.973,0.825,13.528
ENERGY FOCUS INC,DE,EFOI,2013,3640,12.808,16.294,-2.361,21.533,0.217,10.083,24.1683,2.924,9.884
ENERGY FOCUS INC,DE,EFOI,2014,3640,19.496,19.368,-5.845,28.962,0.292,11.89,46.4603,9.773,9.723
ENERGY FOCUS INC,DE,EFOI,2015,3640,55.702,34.845,8.78,64.403,0.695,19.484,160.1738,45.32,10.382
ENERGY FOCUS INC,DE,EFOI,2016,3640,34.978,22.516,-16.887,30.998,1.4,23.65,49.7718,29.938,5.04
ENERGY FOCUS INC,DE,EFOI,2017,3640,22.151,14.344,-11.267,19.846,0.5,14.255,29.0791,19.292,2.859
SIRIUS XM HOLDINGS INC,DE,SIRI,2008,4832,7490.695,863.447,-5313.288,1663.992,109.253,856.918,438.2119,8.512,7482.158
SIRIUS XM HOLDINGS INC,DE,SIRI,2009,4832,7263.528,1064.008,-342.79,2472.638,128.784,838.047,2329.5954,37.394,7226.096
SIRIUS XM HOLDINGS INC,DE,SIRI,2010,4832,7383.086,1099.641,43.055,2816.992,110.05,914.855,6411.5012,207.623,7175.45
SIRIUS XM HOLDINGS INC,DE,SIRI,2011,4832,7495.996,1121.099,426.961,3014.524,116.694,949.428,6830.8276,704.132,6791.851
SIRIUS XM HOLDINGS INC,DE,SIRI,2012,4832,9054.843,1229.37,3472.702,3402.04,139.83,1034.35,15208.4516,4039.559,5015.278
SIRIUS XM HOLDINGS INC,DE,SIRI,2013,4832,8844.78,1394.49,377.215,3799.095,178.364,1103.836,21275.8113,2745.742,6099.038
SIRIUS XM HOLDINGS INC,DE,SIRI,2014,4832,8375.509,1608.336,493.241,4181.095,222.962,1186.313,19761.4165,1309.837,7065.672
SIRIUS XM HOLDINGS INC,DE,SIRI,2015,4832,8046.662,1726.616,509.724,4570.058,228.676,1275.992,20950.9233,-166.491,8213.153
SIRIUS XM HOLDINGS INC,DE,SIRI,2016,4832,8003.595,1934.515,745.933,5017.22,226.969,1322.785,21097.2142,-792.015,8795.61
SIRIUS XM HOLDINGS INC,DE,SIRI,2017,4832,8329.374,2056.882,647.908,5425.129,262.701,1382.759,24268.6971,-1523.874,9853.248
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2008,2084,20.335,7.61,0.709,16.048,0.044,6.455,14.456,14.316,6.019
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2009,2084,22.305,8.176,0.731,16.564,0.034,6.597,17.1115,15.14,7.165
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2010,2084,21.77,8.96,0.412,17.371,0.023,6.845,17.1744,15.567,6.203
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2011,2084,24.287,7.198,0.858,15.662,0.054,6.217,14.679,16.434,7.853
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2012,2084,25.411,4.531,1.203,12.527,0.07,5.076,17.7305,17.341,8.07
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2013,2084,29.005,4.842,1.423,13.272,0.048,5.31,30.3996,18.859,10.146
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2014,2084,30.977,5.069,2.161,15.156,0.1,6.21,28.246,21.19,9.787
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2015,2084,38.679,5.822,1.902,17.939,0.153,7.578,35.3221,23.431,11.512
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2016,2084,44.871,5.874,2.629,19.425,0.182,8.163,40.1862,25.571,10.239
WILLAMETTE VALLEY VINEYARDS,OR,WVVI,2017,2084,59.695,6.427,2.994,20.854,0.137,9.245,40.9662,27.401,14.954
TIX CORP,DE,TIXC,2008,7990,28.848,48.49,-34.664,69.545,4.4,18.201,69.5439,22.197,6.651
TIX CORP,DE,TIXC,2009,7990,29.562,60.901,-0.518,81.791,1.8,16.551,54.154,21.128,8.434
TIX CORP,DE,TIXC,2010,7990,18.844,14.355,-3.02,30.882,0.592,12.749,30.8227,11.108,7.736
TIX CORP,DE,TIXC,2011,7990,16.336,15.67,0.029,34.542,0.699,11.158,43.7895,7.497,8.839
TIX CORP,DE,TIXC,2012,7990,14.834,10.383,1.375,24.325,0.671,8.459,22.4865,9.823,5.011
TIX CORP,DE,TIXC,2013,7990,8.08,9.365,1.574,22.154,0.579,8.054,18.219,1.588,6.492
TIX CORP,DE,TIXC,2014,7990,9.327,9.441,4.148,22.696,0.559,7.834,25.9043,6.108,3.219
TIX CORP,DE,TIXC,2015,7990,23.403,9.395,16.792,23.421,0.42,7.899,37.152,20.238,3.165
TIX CORP,DE,TIXC,2016,7990,21.456,10.147,1.903,21.354,0.458,7.743,27.2395,18.821,2.635
TIX CORP,DE,TIXC,2017,7990,14.069,10.361,-4.687,17.395,0.855,6.22,6.2431,12.566,1.503
NA,NA,CETV,2008,4833,2408.733,583.413,-255.544,1019.934,15.9,139.618,919.5596,NA,NA
NA,NA,CETV,2009,4833,2872.787,523.995,-97.157,713.978,13.5,115.08,1500.1086,NA,NA
NA,NA,CETV,2010,4833,2940.55,513.642,100.175,737.134,8.6,110.531,1309.9092,NA,NA
NA,NA,CETV,2011,4833,2681.769,581.82,-174.611,864.782,7.6,115.96,419.8424,NA,NA
NA,NA,CETV,2012,4833,2174.715,553.155,-535.68,772.085,10.5,93.508,477.0033,NA,NA
NA,NA,CETV,2013,4833,1961.873,568.669,-277.651,691.034,11,150.22,517.7741,NA,NA
NA,NA,CETV,2014,4833,1619.36,434.657,-227.428,680.793,3.7,143.616,434.4254,NA,NA
NA,NA,CETV,2015,4833,1454.201,362.329,-114.901,605.841,3,107.001,365.3128,NA,NA
NA,NA,CETV,2016,4833,1390.717,375.366,-180.291,638.013,5.4,112.598,365.7975,NA,NA
NA,NA,CETV,2017,4833,1628.055,303.925,49.768,574.212,5.2,104.755,676.5099,NA,NA
NA,NA,SSYS,2008,3577,147.123,51.079,13.615,124.495,4,45.271,217.3865,NA,NA
NA,NA,SSYS,2009,3577,153.137,43.717,4.116,98.357,3.4,39.781,351.0926,NA,NA
NA,NA,SSYS,2010,3577,178.46,52.153,9.37,122.087,2.8,42.619,679.6301,NA,NA
NA,NA,SSYS,2011,3577,221.77,63.267,20.626,155.894,3.6,52.782,646.0909,NA,NA
NA,NA,SSYS,2012,3577,1731.513,88.529,8.491,215.244,4.8,72.45,3075.5158,NA,NA
NA,NA,SSYS,2013,3577,2782.221,181.936,-26.954,484.403,16.5,238.669,6628.7217,NA,NA
NA,NA,SSYS,2014,3577,2899.107,263.722,-119.42,750.129,23.5,381.674,4232.2105,NA,NA
NA,NA,SSYS,2015,3577,1414.356,281.612,-1372.835,695.995,23.5,424.749,1222.8854,NA,NA
NA,NA,SSYS,2016,3577,1366.049,256.433,-77.219,672.458,19.4,370.51,870.6491,NA,NA
NA,NA,SSYS,2017,3577,1379.75,278.085,-39.981,668.362,14.2,342.136,1070.4748,NA,NA
ASPEN TECHNOLOGY INC,DE,AZPN,2008,7372,554.626,80.593,24.946,311.613,3.3,199.426,1197.0399,172.813,381.813
ASPEN TECHNOLOGY INC,DE,AZPN,2009,7372,515.976,70.995,52.924,311.58,2.5,188.751,768.4933,229.41,286.566
ASPEN TECHNOLOGY INC,DE,AZPN,2010,7372,394.713,59.559,-107.445,166.344,2.7,208.476,1006.6172,140.97,253.743
ASPEN TECHNOLOGY INC,DE,AZPN,2011,7372,411.975,47.009,10.257,198.154,3,200.632,1619.0088,157.803,254.172
ASPEN TECHNOLOGY INC,DE,AZPN,2012,7372,368.335,46.999,-13.808,243.134,2.2,207.865,2163.7379,113.592,254.743
ASPEN TECHNOLOGY INC,DE,AZPN,2013,7372,382.748,45.119,45.262,311.387,2.9,205.444,2697.1624,101.898,280.85
ASPEN TECHNOLOGY INC,DE,AZPN,2014,7372,407.972,47.473,85.783,391.453,2.1,209.056,4253.1168,83.676,324.296
ASPEN TECHNOLOGY INC,DE,AZPN,2015,7372,315.361,43.36,118.407,440.401,2.9,211.033,3849.1572,-48.546,363.907
ASPEN TECHNOLOGY INC,DE,AZPN,2016,7372,419.738,42.55,139.951,472.344,2.3,206.889,3226.3627,-75.034,494.772
ASPEN TECHNOLOGY INC,DE,AZPN,2017,7372,247.942,41.061,162.196,482.942,3.2,219.456,4057.2445,-260.784,508.726
SINGING MACHINE CO INC,DE,SMDM,2008,3651,7.236,26.389,0.002,34.068,0.471,7.211,7.6219,4.068,3.168
SINGING MACHINE CO INC,DE,SMDM,2009,3651,8.326,25.837,-2.191,31.781,0.475,7.508,2.9959,2.579,5.747
SINGING MACHINE CO INC,DE,SMDM,2010,3651,5.689,17.291,-3.051,21.277,0.944,6.503,1.09,-0.448,6.137
SINGING MACHINE CO INC,DE,SMDM,2011,3651,5.528,14.922,-0.62,19.166,0.685,4.413,1.5134,-1.047,6.575
SINGING MACHINE CO INC,DE,SMDM,2012,3651,5.733,20.293,0.463,25.944,1.09,5.008,4.1757,-0.558,6.291
SINGING MACHINE CO INC,DE,SMDM,2013,3651,9.627,26.37,3.141,34.438,1.689,6.389,9.5073,2.598,7.029
SINGING MACHINE CO INC,DE,SMDM,2014,3651,11.731,24.274,1.004,31.38,1.121,6.259,6.4721,3.709,8.022
SINGING MACHINE CO INC,DE,SMDM,2015,3651,12.214,30.998,0.17,39.308,1.6,7.612,6.4801,3.926,8.288
SINGING MACHINE CO INC,DE,SMDM,2016,3651,10.462,36.938,1.703,48.857,2.703,9.788,12.2182,5.654,4.808
SINGING MACHINE CO INC,DE,SMDM,2017,3651,11.637,39.083,1.706,52.919,2.744,10.641,17.9817,7.442,4.195
TRANS WORLD CORP/NV,NV,TWOC,2008,7990,50.657,19.674,3.704,36.424,1.234,10.822,24.3623,32.314,18.343
TRANS WORLD CORP/NV,NV,TWOC,2009,7990,53.668,19.225,2.099,35.395,0.834,11.038,26.616,35.515,18.153
TRANS WORLD CORP/NV,NV,TWOC,2010,7990,50.344,18.7,1.69,34.115,0.78,10.985,22.18,35.932,14.412
TRANS WORLD CORP/NV,NV,TWOC,2011,7990,50.471,20.24,2.963,38.167,0.811,12.17,26.616,37.203,13.268
TRANS WORLD CORP/NV,NV,TWOC,2012,7990,51.03,19.358,1.803,36.021,0.584,10.961,23.4181,41.194,9.836
TRANS WORLD CORP/NV,NV,TWOC,2013,7990,47.623,19.757,2.39,36.487,0.664,11.632,21.6726,41.888,5.735
TRANS WORLD CORP/NV,NV,TWOC,2014,7990,49.487,20.732,2.638,38.475,0.458,12.118,28.4918,39.58,9.907
TRANS WORLD CORP/NV,NV,TWOC,2015,7990,55.239,21.747,3.858,42.386,0.175,13.467,22.2491,40.169,15.07
TRANS WORLD CORP/NV,NV,TWOC,2016,7990,66.104,28.673,6.323,53.238,0.14,13.235,51.5303,45.656,20.448
TRANS WORLD CORP/NV,NV,TWOC,2017,7990,84.726,33.642,1.885,54.108,0.153,15.266,35.516,57.465,27.261
GLOBAL ACQUISITIONS CORP,NV,AASP,2008,9995,0.903,0.591,0.093,2.34,0.04,2.134,0.4641,-9.236,10.139
GLOBAL ACQUISITIONS CORP,NV,AASP,2009,9995,0.99,0.891,-0.466,2.05,0.023,0.817,0.4641,-9.12,9.851
GLOBAL ACQUISITIONS CORP,NV,AASP,2010,9995,0.759,0.691,-0.884,1.96,0.25,1.583,0.9948,-9.89,10.44
GLOBAL ACQUISITIONS CORP,NV,AASP,2011,9995,0.805,0.646,-0.694,2.121,0.228,1.491,0.7235,-10.584,11.067
GLOBAL ACQUISITIONS CORP,NV,AASP,2012,9995,0.687,0.723,-0.901,2.127,0.223,1.566,0.4974,-11.485,11.824
GLOBAL ACQUISITIONS CORP,NV,AASP,2013,9995,0.668,0.752,-0.867,2.092,0.021,1.501,4.7165,-12.342,12.693
GLOBAL ACQUISITIONS CORP,NV,AASP,2014,9995,0.612,0.671,-0.705,2.132,0.043,1.443,3.6992,-13.042,13.256
GLOBAL ACQUISITIONS CORP,NV,AASP,2015,9995,0.567,0.62,-0.719,2.017,0.037,1.432,0.6242,-13.758,13.884
GLOBAL ACQUISITIONS CORP,NV,AASP,2016,9995,0,0,-0.628,0,0.054,0.355,3.9368,-0.107,0.107
GLOBAL ACQUISITIONS CORP,NV,AASP,2017,9995,0.028,0,-0.086,0,0,0.086,3.4797,-0.149,0.177
PROPHASE LABS INC,DE,PRPH,2008,2834,24.369,7.95,-5.534,20.507,7.6545,18.143,51.6333,17.774,6.595
PROPHASE LABS INC,DE,PRPH,2009,2834,19.817,7.725,-3.842,19.816,5.8,13.004,25.5447,14.059,5.758
PROPHASE LABS INC,DE,PRPH,2010,2834,21.695,5.309,-3.501,14.502,6.9,12.424,17.6496,13.46,8.235
PROPHASE LABS INC,DE,PRPH,2011,2834,19.079,5.816,-2.71,17.453,8.8,14.02,17.0499,11.226,7.853
PROPHASE LABS INC,DE,PRPH,2012,2834,16.661,7.902,-1.091,22.406,10.2,16.374,21.3792,11.451,5.21
PROPHASE LABS INC,DE,PRPH,2013,2834,17.42,8.118,0.405,25.032,10.8,16.255,25.9226,12.596,4.824
PROPHASE LABS INC,DE,PRPH,2014,2834,16.057,7.614,-7.834,22.07,10.9,18.43,23.2023,10.716,5.341
PROPHASE LABS INC,DE,PRPH,2015,2834,14.829,8.059,-3.6,20.604,8.5,15.762,25.6215,8.829,6
PROPHASE LABS INC,DE,PRPH,2016,2834,12.802,10.522,-2.868,21.014,9.7,12.722,34.162,5.962,6.84
PROPHASE LABS INC,DE,PRPH,2017,2834,34.161,7.582,41.831,9.867,0.045,5.938,24.1521,33.089,1.072
INSIGHT ENTERPRISES INC,DE,NSIT,2008,5045,1607.64,4121.916,-239.727,4825.489,26.447,561.987,314.6055,421.968,1185.672
INSIGHT ENTERPRISES INC,DE,NSIT,2009,5045,1603.321,3533.065,33.574,4136.905,21.751,489.734,524.8175,467.574,1135.747
INSIGHT ENTERPRISES INC,DE,NSIT,2010,5045,1803.283,4134.437,75.485,4809.93,23.736,518.343,609.637,544.971,1258.312
INSIGHT ENTERPRISES INC,DE,NSIT,2011,5045,1857.611,4538.932,100.235,5287.228,26.439,555.299,671.5215,596.832,1260.779
INSIGHT ENTERPRISES INC,DE,NSIT,2012,5045,2001.503,4540.588,92.763,5301.441,27.632,566.406,774.5978,705.291,1296.212
INSIGHT ENTERPRISES INC,DE,NSIT,2013,5045,1867.718,4403.916,71.021,5144.347,29.394,564.91,954.3423,716.918,1150.8
INSIGHT ENTERPRISES INC,DE,NSIT,2014,5045,1948.123,4563.256,75.684,5316.229,31.214,573.304,1039.4058,721.231,1226.892
INSIGHT ENTERPRISES INC,DE,NSIT,2015,5045,2014.017,4618.801,75.851,5373.09,27.574,584.106,932.1027,685.742,1328.275
INSIGHT ENTERPRISES INC,DE,NSIT,2016,5045,2219.3,4744.613,84.69,5485.515,37.565,547.451,1434.973,713.443,1505.857
INSIGHT ENTERPRISES INC,DE,NSIT,2017,5045,2685.651,5785.053,90.683,6703.623,47.053,680.729,1371.8924,843.469,1842.182
RENT-A-CENTER INC,DE,RCII,2008,7350,2496.702,1833.528,139.624,2884.172,82.5,125.632,1164.5823,1079.202,1417.5
RENT-A-CENTER INC,DE,RCII,2009,7350,2443.997,1735.141,167.855,2751.956,78.7,137.626,1163.3357,1247.514,1196.483
RENT-A-CENTER INC,DE,RCII,2010,7350,2688.331,1711.64,171.642,2731.632,77.3,126.319,2038.3206,1353.799,1334.532
RENT-A-CENTER INC,DE,RCII,2011,7350,2801.378,1802.379,164.637,2882.184,75.9,136.141,2186.774,1359.209,1442.169
RENT-A-CENTER INC,DE,RCII,2012,7350,2869.105,253.328,183.492,3082.646,74.1,1809.556,1994.117,1469.863,1399.242
RENT-A-CENTER INC,DE,RCII,2013,7350,3018.553,229.565,128.238,3104.183,92.6,1891.748,1758.2849,1343.551,1675.002
RENT-A-CENTER INC,DE,RCII,2014,7350,3271.197,300.851,96.422,3157.796,94.8,1891.046,1924.3426,1389.395,1881.802
RENT-A-CENTER INC,DE,RCII,2015,7350,1987.008,408.471,-866.628,3278.42,96.2,1870.477,794.4878,470.482,1516.526
RENT-A-CENTER INC,DE,RCII,2016,7350,1602.741,372.032,-105.195,2963.252,90.6,1749.57,597.9375,264.933,1337.808
RENT-A-CENTER INC,DE,RCII,2017,7350,1420.781,365.55,6.653,2702.54,86.1,1647.743,591.7632,272.443,1148.338
SPEEDWAY MOTORSPORTS INC,DE,TRK,2008,7948,2034.409,267.462,80.04,610.993,15.914,84.029,694.7921,885.362,1149.047
SPEEDWAY MOTORSPORTS INC,DE,TRK,2009,7948,1969.021,250.265,-10.303,550.522,15.672,84.25,744.7269,848.213,1120.808
SPEEDWAY MOTORSPORTS INC,DE,TRK,2010,7948,1951.524,243.015,44.481,502.243,18.79,85.717,637.6337,866.237,1085.287
SPEEDWAY MOTORSPORTS INC,DE,TRK,2011,7948,1904.643,246.738,-6.444,505.845,18.438,89.384,635.4592,841.18,1063.463
SPEEDWAY MOTORSPORTS INC,DE,TRK,2012,7948,1877.113,243.297,42.119,490.16,18.644,90.407,739.1647,857.876,1019.237
SPEEDWAY MOTORSPORTS INC,DE,TRK,2013,7948,1786.26,243.179,-6.458,480.649,17.461,91.676,821.8694,825.99,960.27
SPEEDWAY MOTORSPORTS INC,DE,TRK,2014,7948,1718.267,249,31.114,484.309,16.398,96.762,904.1058,831.145,887.122
SPEEDWAY MOTORSPORTS INC,DE,TRK,2015,7948,1539.197,257.54,-34.363,496.463,16.126,98.289,854.3892,784.84,754.357
SPEEDWAY MOTORSPORTS INC,DE,TRK,2016,7948,1498.149,284.31,39.545,512.156,17.321,100.144,890.5937,797.783,700.366
SPEEDWAY MOTORSPORTS INC,DE,TRK,2017,7948,1450.68,232.101,148.245,453.589,13.324,97.602,773.519,919.223,531.457
DOLLAR TREE INC,VA,DLTR,2008,5331,1787.7,2622.2,201.3,4242.6,8.4,1130.8,2514.8779,988.4,799.3
DOLLAR TREE INC,VA,DLTR,2009,5331,2035.7,2891,229.5,4644.9,6.6,1226.4,3876.8294,1253.2,782.5
DOLLAR TREE INC,VA,DLTR,2010,5331,2289.7,3216.6,320.5,5231.2,8.3,1344,4334.139,1429.2,860.5
DOLLAR TREE INC,VA,DLTR,2011,5331,2380.5,3608.8,397.3,5882.4,11.1,1457.6,6241.2685,1459,921.5
DOLLAR TREE INC,VA,DLTR,2012,5331,2328.6,4088,488.3,6630.5,13.8,1596.2,9801.3536,1344.6,984
DOLLAR TREE INC,VA,DLTR,2013,5331,2752,4566.4,619.3,7394.5,13.5,1732.6,8981.1142,1667.3,1084.7
DOLLAR TREE INC,VA,DLTR,2014,5331,2771.9,4859.8,596.7,7840.3,14.9,1819.5,10514.8286,1170.7,1601.2
DOLLAR TREE INC,VA,DLTR,2015,5331,3567,5362.2,599.2,8602.2,18.1,1965.3,14624.0613,1785,1782
DOLLAR TREE INC,VA,DLTR,2016,5331,15901.2,10211.1,282.4,15498.4,32.5,3554.4,19107.5978,4406.9,11494.3
DOLLAR TREE INC,VA,DLTR,2017,5331,15701.6,13687,896.2,20719.2,60.1,4689.9,18227.3378,5389.5,10312.1
NATIONAL INSTRUMENTS CORP,DE,NATI,2008,7372,832.591,170.006,84.827,820.537,19.3,517.711,1880.4215,664.438,168.153
NATIONAL INSTRUMENTS CORP,DE,NATI,2009,7372,813.029,131.084,17.085,676.594,13.6,462.185,2278.4876,654.42,158.609
NATIONAL INSTRUMENTS CORP,DE,NATI,2010,7372,959.682,161.183,109.116,873.22,13.2,545.861,2958.6169,744.545,215.137
NATIONAL INSTRUMENTS CORP,DE,NATI,2011,7372,1154.294,193.81,94.072,1042.01,14.7,668.467,3131.5682,852.011,302.283
NATIONAL INSTRUMENTS CORP,DE,NATI,2012,7372,1284.769,226.298,90.137,1144.499,14.4,738.342,3171.507,939.128,345.641
NATIONAL INSTRUMENTS CORP,DE,NATI,2013,7372,1343.551,241.997,80.513,1172.558,13.7,763.961,4024.5938,1023.084,320.467
NATIONAL INSTRUMENTS CORP,DE,NATI,2014,7372,1455.491,250.866,126.333,1243.862,14,776.32,3974.8254,1117.496,337.995
NATIONAL INSTRUMENTS CORP,DE,NATI,2015,7372,1453.856,245.567,95.262,1225.456,12,766.634,3657.1717,1081.721,372.135
NATIONAL INSTRUMENTS CORP,DE,NATI,2016,7372,1496.564,240.839,82.734,1228.179,12,790.238,3982.0365,1114.219,382.345
NATIONAL INSTRUMENTS CORP,DE,NATI,2017,7372,1566.434,256.14,52.411,1289.386,11,795.859,5452.6558000000005,1128.021,438.413
PCM INC,DE,PCMI,2008,5961,282.385,1142.987,9.603,1327.974,8.9,155.494,50.8548,93.551,188.834
PCM INC,DE,PCMI,2009,5961,301.176,979.448,3.357,1138.061,8.5,145.274,64.159,97.755,203.421
PCM INC,DE,PCMI,2010,5961,334.091,1188.862,7.573,1368.314,5.4,156.827,91.9679,107.293,226.798
PCM INC,DE,PCMI,2011,5961,393.24,1254.687,3.132,1455.219,7.4,181.288,75.3349,110.826,282.414
PCM INC,DE,PCMI,2012,5961,377.956,1212.975,5.094,1420.859,7.5,179.508,71.5703,116.111,261.845
PCM INC,DE,PCMI,2013,5961,434.822,1215.663,8.129,1424.199,8.1,178.19,121.0936,125.762,309.06
PCM INC,DE,PCMI,2014,5961,389.19,1153.648,5.465,1356.362,4.3,176.362,116.7914,133.316,255.874
PCM INC,DE,PCMI,2015,5961,600.173,1425.404,-18.258,1661.948,4.4,218.46,118.316,109.515,490.658
PCM INC,DE,PCMI,2016,5961,632.956,1916.002,17.593,2250.587,4.2,281.827,269.2575,128.471,504.485
PCM INC,DE,PCMI,2017,5961,740.252,1853.533,3.091,2193.436,5.3,304.547,116.622,127.626,612.626
DARDEN RESTAURANTS INC,FL,DRI,2008,5812,4730.6,5138.7,377.2,6626.5,257.8,596.9,4812.125,1409.1,3321.5
DARDEN RESTAURANTS INC,FL,DRI,2009,5812,5025.2,5636.9,372.2,7217.5,308.3,677.6,5038.481,1606,3419.2
DARDEN RESTAURANTS INC,FL,DRI,2010,5812,5247.4,5481.4,404.5,7113.1,311.9,690.7,6033.027,1894,3353.4
DARDEN RESTAURANTS INC,FL,DRI,2011,5812,5466.6,5697.3,476.3,7500.2,340.2,742.7,6819.6173,1936.2,3530.4
DARDEN RESTAURANTS INC,FL,DRI,2012,5812,5944.2,6161.4,475.5,7998.7,357.2,743.9,6674.5667,1842,4102.2
DARDEN RESTAURANTS INC,FL,DRI,2013,5812,6936.9,6659.2,411.9,8551.9,409.2,836.2,6749.1256,2059.5,4877.4
DARDEN RESTAURANTS INC,FL,DRI,2014,5812,7100.7,4988.7,286.2,6285.6,252.3,663.7,6631.5777,2156.9,4943.8
DARDEN RESTAURANTS INC,FL,DRI,2015,5812,5994.7,5339.7,709.5,6764,243.3,672.4,8301.8863,2333.5,3661.2
DARDEN RESTAURANTS INC,FL,DRI,2016,5812,4582.6,5390.6,375,6933.5,238,632,8561.2313,1952,2630.6
DARDEN RESTAURANTS INC,FL,DRI,2017,5812,5504.2,5599,479.1,7170.2,239.7,591.2,11153.4227,2101.7,3402.5
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2008,4833,1816.677,296.714,-241.491,754.474,7.6,222.414,250.9915,-83.703,1884.078
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2009,4833,1597.721,263.621,-135.694,656.477,3.9,193.985,321.7109,-211.95,1799.943
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2010,4833,1485.924,282.078,76.148,767.186,6.2,184.807,657.4102,-165.423,1643.006
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2011,4833,1571.417,296.433,75.798,765.288,8.7,191.734,917.2315,-121.175,1682.779
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2012,4833,2729.697,396.38,144.666,1061.679,12.2,248.349,1025.5769,-116.95,2829.75
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2013,4833,4147.472,543.378,73.468,1363.131,15.4,347.567,3579.217,396.37,3741.768
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2014,4833,5452.172,791.358,212.279,1976.558,21.3,493.222,2613.0715,427.882,5046.829
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2015,4833,5432.315,951.022,171.524,2219.136,23.9,570.913,3082.2213,525.81,4932.637
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2016,4833,5963.168,1197.923,245.301,2736.949,18.5,648.978,3009.1372,587.983,5405.232
SINCLAIR BROADCAST GP  -CL A,MD,SBGI,2017,4833,6784.47,1277.57,576.013,2734.118,20.6,692.989,3850.9347,1568.738,5250.104
SOCKET MOBILE INC,DE,SCKT,2008,3663,19.757,13.672,-2.765,26.557,0.492,14.946,5.9432,11.675,8.082
SOCKET MOBILE INC,DE,SCKT,2009,3663,11.743,9.261,-7.889,17.127,0.427,10.255,11.7455,5.388,6.355
SOCKET MOBILE INC,DE,SCKT,2010,3663,9.067,7.636,-3.975,13.498,0.189,9.056,7.604,2.893,6.174
SOCKET MOBILE INC,DE,SCKT,2011,3663,10.397,9.925,-2.422,17.511,0.296,8.464,9.0358,3.126,7.271
SOCKET MOBILE INC,DE,SCKT,2012,3663,7.921,8.252,-3.298,13.565,0.333,7.997,5.3471,0.469,7.452
SOCKET MOBILE INC,DE,SCKT,2013,3663,8.102,9.138,-0.621,15.661,0.218,6.365,3.6989,0.133,7.969
SOCKET MOBILE INC,DE,SCKT,2014,3663,8.37,9.391,0.432,17.021,0.187,6.452,12.8075,1.029,7.341
SOCKET MOBILE INC,DE,SCKT,2015,3663,9.688,9.267,1.818,18.4,0.047,6.806,13.2632,3.344,6.344
SOCKET MOBILE INC,DE,SCKT,2016,3663,20.639,10.075,12.147,20.788,0.045,7.871,22.5715,16.17,4.469
SOCKET MOBILE INC,DE,SCKT,2017,3663,19.854,9.582,-1.431,21.286,0.061,8.973,25.0994,17.23,2.624
HAWAIIAN HOLDINGS INC,DE,HA,2008,4512,929.134,969.971,28.586,1210.865,9.8,152.818,328.6785,53.313,875.821
HAWAIIAN HOLDINGS INC,DE,HA,2009,4512,1028.886,857.366,116.72,1183.306,10.5,165.808,360.353,176.089,852.797
HAWAIIAN HOLDINGS INC,DE,HA,2010,4512,1117.499,977.255,110.255,1310.093,11,183.848,393.7326,277.869,839.63
HAWAIIAN HOLDINGS INC,DE,HA,2011,4512,1487.529,1271.954,-2.649,1650.459,9.2,221.946,294.234,222.876,1264.653
HAWAIIAN HOLDINGS INC,DE,HA,2012,4512,1865.824,1480.101,53.237,1970.253,11.2,267.255,337.9608,268.602,1597.222
HAWAIIAN HOLDINGS INC,DE,HA,2013,4512,2164.261,1640.113,51.854,2155.865,14.1,298.955,504.8335,396.864,1767.397
HAWAIIAN HOLDINGS INC,DE,HA,2014,4512,2602.528,1668.422,68.926,2314.879,15.6,304.951,1418.5788,367.233,2235.295
HAWAIIAN HOLDINGS INC,DE,HA,2015,4512,2509.71,1551.877,182.646,2317.467,17.6,233.906,1886.6573,446.062,2063.648
HAWAIIAN HOLDINGS INC,DE,HA,2016,4512,2708.601,1584.628,235.432,2450.58,18.3,253.22,3045.795,680.453,2028.148
